"Src NE Name","Sink NE Name","Link Type","Status","Capacity","Media Type","Protection","Service Class","Utilization","Route WKT"
"CSG-E02794","CSG-E02795","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","67%","LINESTRING(116.758762 39.580842, 116.7560868 39.5830904, 116.753902 39.580363)"
"CSG-E02795","CSG-E02796","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(116.753902 39.580363, 116.7558036 39.5778701, 116.752888 39.576717)"
"CSG-E02796","CSG-E02797","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(116.752888 39.576717, 116.7497892 39.5771255, 116.750263 39.574036)"
"CSG-E02797","CSG-E02798","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.750263 39.574036, 116.7499209 39.5704136, 116.746285 39.570553)"
"ASG-019","CSG-E02789","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","19%","LINESTRING(116.776339 39.554609, 116.7814035 39.5661433, 116.777954 39.578259)"
"ASG-019","CSG-E02798","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","26%","LINESTRING(116.776339 39.554609, 116.7584421 39.5571713, 116.746285 39.570553)"
"CSG-E02799","CSG-E02800","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.866299 39.994402, 116.8698831 39.9942314, 116.870158 39.997809)"
"CSG-E02800","CSG-E02801","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.870158 39.997809, 116.8702232 40.0015105, 116.873916 40.001771)"
"CSG-E02801","CSG-E02802","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.873916 40.001771, 116.8774855 40.0032671, 116.876601 40.007035)"
"CSG-E02802","CSG-E02803","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.876601 40.007035, 116.8731415 40.0087202, 116.874267 40.0124)"
"CSG-E02803","CSG-E02804","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.874267 40.0124, 116.8710759 40.0157492, 116.866703 40.01424)"
"CSG-E02804","CSG-E02805","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","68%","LINESTRING(116.866703 40.01424, 116.8628724 40.0146218, 116.86265 40.018465)"
"CSG-E02805","CSG-E02806","CSG-Ring","Down","10G","Fiber","Ring","Access","75%","LINESTRING(116.86265 40.018465, 116.8589886 40.020525, 116.85595 40.017624)"
"ASG-024","CSG-E02799","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","82%","LINESTRING(116.867957 39.980661, 116.864646 39.987232, 116.866299 39.994402)"
"ASG-024","CSG-E02806","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","89%","LINESTRING(116.867957 39.980661, 116.8686068 40.0013038, 116.85595 40.017624)"
"CSG-E02807","CSG-E02808","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.244628 39.898539, 116.2475138 39.8982607, 116.245865 39.895876)"
"CSG-E02808","CSG-E02809","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.245865 39.895876, 116.2429813 39.8968664, 116.243045 39.893818)"
"CSG-E02809","CSG-E02810","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(116.243045 39.893818, 116.245984 39.8948158, 116.246062 39.891713)"
"CSG-E02810","CSG-E02811","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(116.246062 39.891713, 116.2445599 39.88943, 116.247259 39.889858)"
"CSG-E02811","CSG-E02812","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.247259 39.889858, 116.2499406 39.8894159, 116.247765 39.887787)"
"CSG-E02812","CSG-E02813","CSG-Ring","Up","10G","Fiber","Ring","Access","55%","LINESTRING(116.247765 39.887787, 116.2480945 39.8849502, 116.25032 39.88674)"
"CSG-E02813","CSG-E02814","CSG-Ring","Up","10G","Fiber","Ring","Access","62%","LINESTRING(116.25032 39.88674, 116.2530628 39.8869233, 116.251407 39.884729)"
"CSG-E02814","CSG-E02815","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","69%","LINESTRING(116.251407 39.884729, 116.2499989 39.8822491, 116.252847 39.882393)"
"CSG-E02815","CSG-E02816","CSG-Ring","Up","10G","Fiber","Ring","Access","76%","LINESTRING(116.252847 39.882393, 116.2539831 39.8852652, 116.256361 39.883294)"
"CSG-E02816","CSG-E02817","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(116.256361 39.883294, 116.2573461 39.8806643, 116.258902 39.883002)"
"CSG-E02817","CSG-E02818","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(116.258902 39.883002, 116.2602947 39.8854414, 116.261461 39.882886)"
"CSG-E02818","CSG-E02819","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.261461 39.882886, 116.2632053 39.8806954, 116.263931 39.8834)"
"CSG-E02819","CSG-E02820","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.263931 39.8834, 116.2670116 39.8846799, 116.267902 39.881465)"
"CSG-E02820","CSG-E02821","CSG-Ring","Up","10G","Fiber","Ring","Access","35%","LINESTRING(116.267902 39.881465, 116.2702194 39.8796363, 116.27086 39.882518)"
"CSG-E02821","CSG-E02822","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(116.27086 39.882518, 116.2680922 39.8840809, 116.270267 39.886399)"
"ASG-099","CSG-E02807","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","49%","LINESTRING(116.275432 39.89019, 116.2615328 39.8999092, 116.244628 39.898539)"
"ASG-099","CSG-E02822","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","56%","LINESTRING(116.275432 39.89019, 116.2743288 39.8862791, 116.270267 39.886399)"
"CSG-E02823","CSG-E02824","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.785095 40.058963, 116.7829206 40.0573344, 116.785602 40.056898)"
"CSG-E02824","CSG-E02825","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","70%","LINESTRING(116.785602 40.056898, 116.7882522 40.0576289, 116.787072 40.055146)"
"CSG-E02825","CSG-E02826","CSG-Ring","Up","10G","Fiber","Ring","Access","77%","LINESTRING(116.787072 40.055146, 116.7863834 40.0524972, 116.788813 40.053757)"
"CSG-E02826","CSG-E02827","CSG-Ring","Down","10G","Fiber","Ring","Access","84%","LINESTRING(116.788813 40.053757, 116.7913731 40.0527442, 116.788941 40.051454)"
"CSG-E02827","CSG-E02828","CSG-Ring","Up","10G","Fiber","Ring","Access","91%","LINESTRING(116.788941 40.051454, 116.7881178 40.0488098, 116.79069 40.049836)"
"CSG-E02828","CSG-E02829","CSG-Ring","Up","10G","Fiber","Ring","Access","22%","LINESTRING(116.79069 40.049836, 116.7921062 40.0523973, 116.793731 40.049963)"
"CSG-E02829","CSG-E02830","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(116.793731 40.049963, 116.7935228 40.0471819, 116.795859 40.048705)"
"CSG-E02830","CSG-E02831","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(116.795859 40.048705, 116.7966202 40.0514293, 116.798445 40.049268)"
"CSG-E02831","CSG-E02832","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(116.798445 40.049268, 116.7996948 40.0467781, 116.800904 40.049288)"
"CSG-E02832","CSG-E02833","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.800904 40.049288, 116.8015935 40.0519872, 116.80331 40.049793)"
"CSG-E02833","CSG-E02834","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.80331 40.049793, 116.8050611 40.0475484, 116.805997 40.050237)"
"CSG-E02834","CSG-E02835","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.805997 40.050237, 116.8062896 40.0530681, 116.808508 40.051285)"
"CSG-E02835","CSG-E02836","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","71%","LINESTRING(116.808508 40.051285, 116.8109877 40.0525702, 116.808468 40.053775)"
"ASG-041","CSG-E02823","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","78%","LINESTRING(116.770159 40.05852, 116.7775473 40.06143, 116.785095 40.058963)"
"ASG-096","CSG-E02836","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","85%","LINESTRING(116.834737 40.055699, 116.8212562 40.0594654, 116.808468 40.053775)"
"CSG-E02837","CSG-E02838","CSG-Ring","Up","10G","Fiber","Ring","Access","92%","LINESTRING(115.912482 40.203189, 115.9145991 40.2015384, 115.911924 40.201314)"
"CSG-E02838","CSG-E02839","CSG-Ring","Up","10G","Fiber","Ring","Access","23%","LINESTRING(115.911924 40.201314, 115.9092338 40.2007303, 115.911425 40.199064)"
"CSG-E02839","CSG-E02840","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(115.911425 40.199064, 115.9137479 40.2007935, 115.914116 40.197921)"
"CSG-E02840","CSG-E02841","CSG-Ring","Up","10G","Fiber","Ring","Access","37%","LINESTRING(115.914116 40.197921, 115.9126398 40.1956031, 115.915358 40.196007)"
"CSG-E02841","CSG-E02842","CSG-Ring","Up","10G","Fiber","Ring","Access","44%","LINESTRING(115.915358 40.196007, 115.9178744 40.1973209, 115.917584 40.194497)"
"CSG-E02842","CSG-E02843","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(115.917584 40.194497, 115.9193472 40.1921809, 115.920547 40.194833)"
"CSG-E02843","CSG-E02844","CSG-Ring","Up","10G","Fiber","Ring","Access","58%","LINESTRING(115.920547 40.194833, 115.9207935 40.1976471, 115.922973 40.19585)"
"CSG-E02844","CSG-E02845","CSG-Ring","Up","10G","Fiber","Ring","Access","65%","LINESTRING(115.922973 40.19585, 115.9246464 40.1936157, 115.925416 40.196299)"
"CSG-E02845","CSG-E02846","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","72%","LINESTRING(115.925416 40.196299, 115.9258112 40.1990936, 115.927884 40.197178)"
"ASG-106","CSG-E02837","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","79%","LINESTRING(115.903635 40.187466, 115.9108886 40.193735, 115.912482 40.203189)"
"ASG-014","CSG-E02846","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","86%","LINESTRING(115.946858 40.256595, 115.9480661 40.2234712, 115.927884 40.197178)"
"CSG-E02847","CSG-E02848","CSG-Ring","Down","10G","Fiber","Ring","Access","93%","LINESTRING(115.803961 40.067542, 115.8048829 40.0644609, 115.807704 40.066005)"
"CSG-E02848","CSG-E02849","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(115.807704 40.066005, 115.810519 40.0680693, 115.81251 40.065202)"
"CSG-E02849","CSG-E02850","CSG-Ring","Up","10G","Fiber","Ring","Access","31%","LINESTRING(115.81251 40.065202, 115.8157882 40.06488, 115.815608 40.068169)"
"CSG-E02850","CSG-E02851","CSG-Ring","Up","10G","Fiber","Ring","Access","38%","LINESTRING(115.815608 40.068169, 115.8162127 40.0713967, 115.819303 40.070286)"
"CSG-E02851","CSG-E02852","CSG-Ring","Up","10G","Fiber","Ring","Access","45%","LINESTRING(115.819303 40.070286, 115.8220651 40.071617, 115.819898 40.073786)"
"CSG-E02852","CSG-E02853","CSG-Ring","Up","10G","Fiber","Ring","Access","52%","LINESTRING(115.819898 40.073786, 115.8170589 40.0748195, 115.819068 40.077076)"
"ASG-042","CSG-E02847","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","59%","LINESTRING(115.843753 40.065121, 115.8242928 40.0734941, 115.803961 40.067542)"
"ASG-042","CSG-E02853","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","66%","LINESTRING(115.843753 40.065121, 115.8292586 40.0666552, 115.819068 40.077076)"
"CSG-E02854","CSG-E02855","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","73%","LINESTRING(116.386765 39.548696, 116.3891159 39.5461125, 116.391641 39.548526)"
"CSG-E02855","CSG-E02856","CSG-Ring","Up","10G","Fiber","Ring","Access","80%","LINESTRING(116.391641 39.548526, 116.3948155 39.5507768, 116.397586 39.548044)"
"CSG-E02856","CSG-E02857","CSG-Ring","Up","10G","Fiber","Ring","Access","87%","LINESTRING(116.397586 39.548044, 116.4010374 39.5485634, 116.400428 39.552)"
"CSG-E02857","CSG-E02858","CSG-Ring","Up","10G","Fiber","Ring","Access","18%","LINESTRING(116.400428 39.552, 116.3999996 39.5552759, 116.403303 39.555224)"
"CSG-E02858","CSG-E02859","CSG-Ring","Up","10G","Fiber","Ring","Access","25%","LINESTRING(116.403303 39.555224, 116.4070324 39.5550513, 116.407589 39.558743)"
"CSG-E02859","CSG-E02860","CSG-Ring","Up","10G","Fiber","Ring","Access","32%","LINESTRING(116.407589 39.558743, 116.4040978 39.5594663, 116.404763 39.562969)"
"CSG-E02860","CSG-E02861","CSG-Ring","Up","10G","Fiber","Ring","Access","39%","LINESTRING(116.404763 39.562969, 116.4052697 39.566241, 116.401959 39.566284)"
"CSG-E02861","CSG-E02862","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(116.401959 39.566284, 116.3987236 39.5658295, 116.398829 39.569095)"
"ASG-015","CSG-E02854","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","53%","LINESTRING(116.383998 39.518922, 116.3907408 39.5333109, 116.386765 39.548696)"
"ASG-076","CSG-E02862","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","60%","LINESTRING(116.372312 39.611121, 116.3931352 39.5948811, 116.398829 39.569095)"
"CSG-E02863","CSG-E02864","CSG-Ring","Up","10G","Fiber","Ring","Access","67%","LINESTRING(116.844061 39.640755, 116.8423681 39.6386465, 116.845055 39.63895)"
"CSG-E02864","CSG-E02865","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","74%","LINESTRING(116.845055 39.63895, 116.8478339 39.6388044, 116.846012 39.636701)"
"CSG-E02865","CSG-E02866","CSG-Ring","Up","10G","Fiber","Ring","Access","81%","LINESTRING(116.846012 39.636701, 116.8472639 39.6340677, 116.848999 39.636411)"
"CSG-E02866","CSG-E02867","CSG-Ring","Up","10G","Fiber","Ring","Access","88%","LINESTRING(116.848999 39.636411, 116.8505466 39.6387617, 116.85157 39.63614)"
"CSG-E02867","CSG-E02868","CSG-Ring","Up","10G","Fiber","Ring","Access","19%","LINESTRING(116.85157 39.63614, 116.851634 39.6332155, 116.8542 39.63462)"
"CSG-E02868","CSG-E02869","CSG-Ring","Down","10G","Fiber","Ring","Access","26%","LINESTRING(116.8542 39.63462, 116.8532233 39.6374464, 116.856205 39.637218)"
"CSG-E02869","CSG-E02870","CSG-Ring","Up","10G","Fiber","Ring","Access","33%","LINESTRING(116.856205 39.637218, 116.8571942 39.6342811, 116.859696 39.63611)"
"CSG-E02870","CSG-E02871","CSG-Ring","Up","10G","Fiber","Ring","Access","40%","LINESTRING(116.859696 39.63611, 116.8582072 39.6384766, 116.860994 39.638251)"
"CSG-E02871","CSG-E02872","CSG-Ring","Up","10G","Fiber","Ring","Access","47%","LINESTRING(116.860994 39.638251, 116.8635442 39.6372572, 116.862578 39.639818)"
"CSG-E02872","CSG-E02873","CSG-Ring","Up","10G","Fiber","Ring","Access","54%","LINESTRING(116.862578 39.639818, 116.8623784 39.6426709, 116.864906 39.641333)"
"CSG-E02873","CSG-E02874","CSG-Ring","Up","10G","Fiber","Ring","Access","61%","LINESTRING(116.864906 39.641333, 116.8668441 39.643317, 116.864084 39.64359)"
"ASG-070","CSG-E02863","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","68%","LINESTRING(116.841946 39.653552, 116.84547 39.6475612, 116.844061 39.640755)"
"ASG-087","CSG-E02874","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","75%","LINESTRING(116.777103 39.628022, 116.8233957 39.6201494, 116.864084 39.64359)"
"CSG-E02875","CSG-E02876","CSG-Ring","Up","10G","Fiber","Ring","Access","82%","LINESTRING(116.284051 39.762279, 116.2848701 39.7652896, 116.287524 39.763649)"
"CSG-E02876","CSG-E02877","CSG-Ring","Up","10G","Fiber","Ring","Access","89%","LINESTRING(116.287524 39.763649, 116.2904311 39.7631523, 116.289607 39.765984)"
"CSG-E02877","CSG-E02878","CSG-Ring","Up","10G","Fiber","Ring","Access","20%","LINESTRING(116.289607 39.765984, 116.2900653 39.7690097, 116.292763 39.767565)"
"CSG-E02878","CSG-E02879","CSG-Ring","Up","10G","Fiber","Ring","Access","27%","LINESTRING(116.292763 39.767565, 116.2949772 39.7694271, 116.292265 39.770434)"
"CSG-E02879","CSG-E02880","CSG-Ring","Up","10G","Fiber","Ring","Access","34%","LINESTRING(116.292265 39.770434, 116.2897235 39.7716098, 116.292179 39.772956)"
"CSG-E02880","CSG-E02881","CSG-Ring","Up","10G","Fiber","Ring","Access","41%","LINESTRING(116.292179 39.772956, 116.2944106 39.7747761, 116.29171 39.775776)"
"CSG-E02881","CSG-E02882","CSG-Ring","Up","10G","Fiber","Ring","Access","48%","LINESTRING(116.29171 39.775776, 116.289154 39.7740883, 116.288412 39.77706)"
"ASG-082","CSG-E02875","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","55%","LINESTRING(116.303759 39.795759, 116.2878786 39.7825664, 116.284051 39.762279)"
"ASG-109","CSG-E02882","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","62%","LINESTRING(116.311194 39.746186, 116.2942457 39.7575222, 116.288412 39.77706)"
"CSG-E02883","CSG-E02884","CSG-Ring","Up","10G","Fiber","Ring","Access","69%","LINESTRING(115.985965 40.221952, 115.9869736 40.2186486, 115.990225 40.219814)"
"CSG-E02884","CSG-E02885","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","76%","LINESTRING(115.990225 40.219814, 115.9927585 40.2226103, 115.995843 40.220437)"
"CSG-E02885","CSG-E02886","CSG-Ring","Up","10G","Fiber","Ring","Access","83%","LINESTRING(115.995843 40.220437, 115.9962487 40.2170388, 115.999612 40.217672)"
"CSG-E02886","CSG-E02887","CSG-Ring","Up","10G","Fiber","Ring","Access","90%","LINESTRING(115.999612 40.217672, 116.0005798 40.2211724, 116.004126 40.220389)"
"CSG-E02887","CSG-E02888","CSG-Ring","Up","10G","Fiber","Ring","Access","21%","LINESTRING(116.004126 40.220389, 116.005745 40.2171423, 116.009069 40.218596)"
"CSG-E02888","CSG-E02889","CSG-Ring","Up","10G","Fiber","Ring","Access","28%","LINESTRING(116.009069 40.218596, 116.009642 40.2218639, 116.012802 40.220853)"
"CSG-E02889","CSG-E02890","CSG-Ring","Down","10G","Fiber","Ring","Access","35%","LINESTRING(116.012802 40.220853, 116.0158938 40.2216701, 116.01441 40.224503)"
"CSG-E02890","CSG-E02891","CSG-Ring","Up","10G","Fiber","Ring","Access","42%","LINESTRING(116.01441 40.224503, 116.015318 40.2276025, 116.018176 40.226098)"
"CSG-E02891","CSG-E02892","CSG-Ring","Up","10G","Fiber","Ring","Access","49%","LINESTRING(116.018176 40.226098, 116.0217778 40.2245756, 116.023932 40.227839)"
"CSG-E02892","CSG-E02893","CSG-Ring","Up","10G","Fiber","Ring","Access","56%","LINESTRING(116.023932 40.227839, 116.0205196 40.2286291, 116.021374 40.232026)"
"CSG-E02893","CSG-E02894","CSG-Ring","Up","10G","Fiber","Ring","Access","63%","LINESTRING(116.021374 40.232026, 116.0234653 40.2341579, 116.020673 40.235217)"
"CSG-E02894","CSG-E02895","CSG-Ring","Up","10G","Fiber","Ring","Access","70%","LINESTRING(116.020673 40.235217, 116.0178636 40.2361321, 116.019902 40.238271)"
"ASG-093","CSG-E02883","ASG-CSG-Access","Maintenance","25G","Fiber","Dual-Homed","Backhaul","77%","LINESTRING(116.023695 40.192183, 116.0101884 40.2138589, 115.985965 40.221952)"
"ASG-086","CSG-E02895","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","84%","LINESTRING(116.043508 40.267513, 116.0369686 40.2486429, 116.019902 40.238271)"
"CSG-E02896","CSG-E02897","CSG-Ring","Up","10G","Fiber","Ring","Access","91%","LINESTRING(116.314873 39.774965, 116.3172133 39.7762686, 116.314603 39.776871)"
"CSG-E02897","CSG-E02898","CSG-Ring","Up","10G","Fiber","Ring","Access","22%","LINESTRING(116.314603 39.776871, 116.3123912 39.7752926, 116.312786 39.777981)"
"CSG-E02898","CSG-E02899","CSG-Ring","Up","10G","Fiber","Ring","Access","29%","LINESTRING(116.312786 39.777981, 116.3118768 39.7806009, 116.310401 39.778253)"
"CSG-E02899","CSG-E02900","CSG-Ring","Up","10G","Fiber","Ring","Access","36%","LINESTRING(116.310401 39.778253, 116.3082281 39.7766534, 116.308671 39.779315)"
"CSG-E02900","CSG-E02901","CSG-Ring","Up","10G","Fiber","Ring","Access","43%","LINESTRING(116.308671 39.779315, 116.3075051 39.7817851, 116.306471 39.779257)"
"CSG-E02901","CSG-E02902","CSG-Ring","Up","10G","Fiber","Ring","Access","50%","LINESTRING(116.306471 39.779257, 116.3049843 39.7769747, 116.304339 39.779621)"
"CSG-E02902","CSG-E02903","CSG-Ring","Up","10G","Fiber","Ring","Access","57%","LINESTRING(116.304339 39.779621, 116.3027517 39.7818277, 116.302256 39.779155)"
"CSG-E02903","CSG-E02904","CSG-Ring","Up","10G","Fiber","Ring","Access","64%","LINESTRING(116.302256 39.779155, 116.3014299 39.7765418, 116.300025 39.778895)"
"CSG-E02904","CSG-E02905","CSG-Ring","Up","10G","Fiber","Ring","Access","71%","LINESTRING(116.300025 39.778895, 116.2976486 39.7801573, 116.298507 39.777607)"
"CSG-E02905","CSG-E02906","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","78%","LINESTRING(116.298507 39.777607, 116.2976433 39.7749141, 116.295904 39.777144)"
"CSG-E02906","CSG-E02907","CSG-Ring","Up","10G","Fiber","Ring","Access","85%","LINESTRING(116.295904 39.777144, 116.2934679 39.7759314, 116.296024 39.774998)"
"CSG-E02907","CSG-E02908","CSG-Ring","Up","10G","Fiber","Ring","Access","92%","LINESTRING(116.296024 39.774998, 116.2986773 39.7747522, 116.2965 39.773216)"
"CSG-E02908","CSG-E02909","CSG-Ring","Up","10G","Fiber","Ring","Access","23%","LINESTRING(116.2965 39.773216, 116.2940284 39.7741455, 116.295421 39.771902)"
"CSG-E02909","CSG-E02910","CSG-Ring","Up","10G","Fiber","Ring","Access","30%","LINESTRING(116.295421 39.771902, 116.2971746 39.7699073, 116.294553 39.770333)"
"ASG-082","CSG-E02896","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","37%","LINESTRING(116.303759 39.795759, 116.3055731 39.7833615, 116.314873 39.774965)"
"ASG-109","CSG-E02910","ASG-CSG-Access","Down","25G","Fiber","Dual-Homed","Backhaul","44%","LINESTRING(116.311194 39.746186, 116.298527 39.7552641, 116.294553 39.770333)"
"CSG-E02911","CSG-E02912","CSG-Ring","Up","10G","Fiber","Ring","Access","51%","LINESTRING(116.305011 39.715298, 116.3071266 39.7129314, 116.308915 39.715554)"
"CSG-E02912","CSG-E02913","CSG-Ring","Up","10G","Fiber","Ring","Access","58%","LINESTRING(116.308915 39.715554, 116.3093707 39.7186217, 116.312161 39.717268)"
"CSG-E02913","CSG-E02914","CSG-Ring","Up","10G","Fiber","Ring","Access","65%","LINESTRING(116.312161 39.717268, 116.3145716 39.7152045, 116.315992 39.718042)"
"CSG-E02914","CSG-E02915","CSG-Ring","Up","10G","Fiber","Ring","Access","72%","LINESTRING(116.315992 39.718042, 116.3173747 39.7210788, 116.320219 39.719334)"
"CSG-E02915","CSG-E02916","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","79%","LINESTRING(116.320219 39.719334, 116.3233555 39.7189047, 116.322996 39.72205)"
"CSG-E02916","CSG-E02917","CSG-Ring","Up","10G","Fiber","Ring","Access","86%","LINESTRING(116.322996 39.72205, 116.3203678 39.7236286, 116.322725 39.725589)"
"CSG-E02917","CSG-E02918","CSG-Ring","Up","10G","Fiber","Ring","Access","93%","LINESTRING(116.322725 39.725589, 116.3243981 39.7280912, 116.321448 39.728689)"
"CSG-E02918","CSG-E02919","CSG-Ring","Up","10G","Fiber","Ring","Access","24%","LINESTRING(116.321448 39.728689, 116.3196208 39.7311305, 116.322542 39.732006)"
"CSG-E02919","CSG-E02920","CSG-Ring","Up","10G","Fiber","Ring","Access","31%","LINESTRING(116.322542 39.732006, 116.3240011 39.7346695, 116.320993 39.735087)"
"CSG-E02920","CSG-E02921","CSG-Ring","Up","10G","Fiber","Ring","Access","38%","LINESTRING(116.320993 39.735087, 116.318092 39.7334602, 116.316856 39.736548)"
"CSG-E02921","CSG-E02922","CSG-Ring","Up","10G","Fiber","Ring","Access","45%","LINESTRING(116.316856 39.736548, 116.3181772 39.7394194, 116.315066 39.739977)"
"ASG-109","CSG-E02911","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","52%","LINESTRING(116.311194 39.746186, 116.3136623 39.7296291, 116.305011 39.715298)"
"ASG-094","CSG-E02922","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","59%","LINESTRING(116.376501 39.708734, 116.3514072 39.7354138, 116.315066 39.739977)"
"CSG-E02923","CSG-E02924","CSG-Ring","Up","10G","Fiber","Ring","Access","66%","LINESTRING(115.777941 40.356156, 115.7808252 40.3532834, 115.778749 40.349782)"
"CSG-E02924","CSG-E02925","CSG-Ring","Up","10G","Fiber","Ring","Access","73%","LINESTRING(115.778749 40.349782, 115.7796792 40.3454377, 115.784062 40.34471)"
"CSG-E02925","CSG-E02926","CSG-Ring","Maintenance","10G","Fiber","Ring","Access","80%","LINESTRING(115.784062 40.34471, 115.7886823 40.3458236, 115.791742 40.342187)"
"CSG-E02926","CSG-E02927","CSG-Ring","Up","10G","Fiber","Ring","Access","87%","LINESTRING(115.791742 40.342187, 115.7959355 40.3399825, 115.79977 40.342765)"
"CSG-E02927","CSG-E02928","CSG-Ring","Up","10G","Fiber","Ring","Access","18%","LINESTRING(115.79977 40.342765, 115.8040748 40.3455618, 115.808717 40.34337)"
"ASG-049","CSG-E02923","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","25%","LINESTRING(115.782552 40.345657, 115.7825355 40.3519118, 115.777941 40.356156)"
"ASG-084","CSG-E02928","ASG-CSG-Access","Up","25G","Fiber","Dual-Homed","Backhaul","32%","LINESTRING(115.840362 40.264882, 115.8104117 40.2984299, 115.808717 40.34337)"
"CSG-E02929","CSG-E02930","CSG-Ring","Up","10G","Fiber","Ring","Access","39%","LINESTRING(116.8631 39.561447, 116.8648485 39.5644426, 116.861787 39.566073)"
"CSG-E02930","CSG-E02931","CSG-Ring","Up","10G","Fiber","Ring","Access","46%","LINESTRING(116.861787 39.566073, 116.8600778 39.563057, 116.857133 39.564886)"
"CSG-E02931","CSG-E02932","CSG-Ring","Down","10G","Fiber","Ring","Access","53%","LINESTRING(116.857133 39.564886, 116.8557441 39.5677571, 116.853267 39.565748)"
"CSG-E02932","CSG-E02933","CSG-Ring","Up","10G","Fiber","Ring","Access","60%","LINESTRING(116.853267 39.565748, 116.8534651 39.5624565, 116.850181 39.562753)"
"CSG-E02933","CSG-E02934","CSG-Ring","Up","10G","Fiber","Ring","Access","67%","LINESTRING(116.850181 39.562753, 116.8483488 39.5652788, 116.846447 39.562805)"
"CSG-E02934","CSG-E02935","CSG-Ring","Up","10G","Fiber","Ring","Access","74%","LINESTRING(116.846447 39.562805, 116.8450341 39.5599702, 116.842634 39.562037)"
