WKT
"LINESTRING(116.0000000 39.0000000,116.0010000 39.0000000)"
"LINESTRING(116.0120000 39.0120000,116.0120000 39.0130000)"
"LINESTRING(116.0120000 39.0130000,116.0120000 39.0140000)"
"LINESTRING(116.0120000 39.0140000,116.0120000 39.0150000)"
"LINESTRING(116.0120000 39.0150000,116.0120000 39.0160000)"
"LINESTRING(116.0120000 39.0160000,116.0120000 39.0170000)"
"LINESTRING(116.0120000 39.0170000,116.0120000 39.0180000)"
"LINESTRING(116.0120000 39.0180000,116.0120000 39.0190000)"
"LINESTRING(116.0120000 39.0190000,116.0120000 39.0200000)"
"LINESTRING(116.0120000 39.0200000,116.0120000 39.0210000)"
"LINESTRING(116.0120000 39.0210000,116.0120000 39.0220000)"
"LINESTRING(116.0120000 39.0220000,116.0120000 39.0230000)"
"LINESTRING(116.0120000 39.0230000,116.0120000 39.0240000)"
"LINESTRING(116.0120000 39.0240000,116.0120000 39.0250000)"
"LINESTRING(116.0120000 39.0250000,116.0120000 39.0260000)"
"LINESTRING(116.0120000 39.0260000,116.0120000 39.0270000)"
"LINESTRING(116.0120000 39.0270000,116.0120000 39.0280000)"
"LINESTRING(116.0120000 39.0280000,116.0120000 39.0290000)"
"LINESTRING(116.0130000 39.0000000,116.0130000 39.0010000)"
"LINESTRING(116.0130000 39.0010000,116.0130000 39.0020000)"
"LINESTRING(116.0130000 39.0020000,116.0130000 39.0030000)"
"LINESTRING(116.0130000 39.0030000,116.0130000 39.0040000)"
"LINESTRING(116.0130000 39.0040000,116.0130000 39.0050000)"
"LINESTRING(116.0130000 39.0050000,116.0130000 39.0060000)"
"LINESTRING(116.0130000 39.0060000,116.0130000 39.0070000)"
"LINESTRING(116.0130000 39.0070000,116.0130000 39.0080000)"
"LINESTRING(116.0130000 39.0080000,116.0130000 39.0090000)"
"LINESTRING(116.0130000 39.0090000,116.0130000 39.0100000)"
"LINESTRING(116.0130000 39.0100000,116.0130000 39.0110000)"
"LINESTRING(116.0130000 39.0110000,116.0130000 39.0120000)"
"LINESTRING(116.0130000 39.0120000,116.0130000 39.0130000)"
"LINESTRING(116.0130000 39.0130000,116.0130000 39.0140000)"
"LINESTRING(116.0130000 39.0140000,116.0130000 39.0150000)"
"LINESTRING(116.0130000 39.0150000,116.0130000 39.0160000)"
"LINESTRING(116.0130000 39.0160000,116.0130000 39.0170000)"
"LINESTRING(116.0130000 39.0170000,116.0130000 39.0180000)"
"LINESTRING(116.0130000 39.0180000,116.0130000 39.0190000)"
"LINESTRING(116.0130000 39.0190000,116.0130000 39.0200000)"
"LINESTRING(116.0130000 39.0200000,116.0130000 39.0210000)"
"LINESTRING(116.0130000 39.0210000,116.0130000 39.0220000)"
"LINESTRING(116.0130000 39.0220000,116.0130000 39.0230000)"
"LINESTRING(116.0130000 39.0230000,116.0130000 39.0240000)"
"LINESTRING(116.0130000 39.0240000,116.0130000 39.0250000)"
"LINESTRING(116.0130000 39.0250000,116.0130000 39.0260000)"
"LINESTRING(116.0130000 39.0260000,116.0130000 39.0270000)"
"LINESTRING(116.0130000 39.0270000,116.0130000 39.0280000)"
"LINESTRING(116.0130000 39.0280000,116.0130000 39.0290000)"
"LINESTRING(116.0140000 39.0000000,116.0140000 39.0010000)"
"LINESTRING(116.0140000 39.0010000,116.0140000 39.0020000)"
"LINESTRING(116.0140000 39.0020000,116.0140000 39.0030000)"
"LINESTRING(116.0140000 39.0030000,116.0140000 39.0040000)"
"LINESTRING(116.0140000 39.0040000,116.0140000 39.0050000)"
"LINESTRING(116.0140000 39.0050000,116.0140000 39.0060000)"
"LINESTRING(116.0140000 39.0060000,116.0140000 39.0070000)"
"LINESTRING(116.0140000 39.0070000,116.0140000 39.0080000)"
"LINESTRING(116.0140000 39.0080000,116.0140000 39.0090000)"
"LINESTRING(116.0140000 39.0090000,116.0140000 39.0100000)"
"LINESTRING(116.0140000 39.0100000,116.0140000 39.0110000)"
"LINESTRING(116.0140000 39.0110000,116.0140000 39.0120000)"
"LINESTRING(116.0140000 39.0120000,116.0140000 39.0130000)"
"LINESTRING(116.0140000 39.0130000,116.0140000 39.0140000)"
"LINESTRING(116.0140000 39.0140000,116.0140000 39.0150000)"
"LINESTRING(116.0140000 39.0150000,116.0140000 39.0160000)"
"LINESTRING(116.0140000 39.0160000,116.0140000 39.0170000)"
"LINESTRING(116.0140000 39.0170000,116.0140000 39.0180000)"
"LINESTRING(116.0140000 39.0180000,116.0140000 39.0190000)"
"LINESTRING(116.0140000 39.0190000,116.0140000 39.0200000)"
"LINESTRING(116.0140000 39.0200000,116.0140000 39.0210000)"
"LINESTRING(116.0140000 39.0210000,116.0140000 39.0220000)"
"LINESTRING(116.0140000 39.0220000,116.0140000 39.0230000)"
"LINESTRING(116.0140000 39.0230000,116.0140000 39.0240000)"
"LINESTRING(116.0140000 39.0240000,116.0140000 39.0250000)"
"LINESTRING(116.0140000 39.0250000,116.0140000 39.0260000)"
"LINESTRING(116.0140000 39.0260000,116.0140000 39.0270000)"
"LINESTRING(116.0140000 39.0270000,116.0140000 39.0280000)"
"LINESTRING(116.0140000 39.0280000,116.0140000 39.0290000)"
"LINESTRING(116.0150000 39.0000000,116.0150000 39.0010000)"
"LINESTRING(116.0150000 39.0010000,116.0150000 39.0020000)"
"LINESTRING(116.0150000 39.0020000,116.0150000 39.0030000)"
"LINESTRING(116.0150000 39.0030000,116.0150000 39.0040000)"
"LINESTRING(116.0150000 39.0040000,116.0150000 39.0050000)"
"LINESTRING(116.0150000 39.0050000,116.0150000 39.0060000)"
"LINESTRING(116.0150000 39.0060000,116.0150000 39.0070000)"
"LINESTRING(116.0150000 39.0070000,116.0150000 39.0080000)"
"LINESTRING(116.0150000 39.0080000,116.0150000 39.0090000)"
"LINESTRING(116.0150000 39.0090000,116.0150000 39.0100000)"
"LINESTRING(116.0150000 39.0100000,116.0150000 39.0110000)"
"LINESTRING(116.0150000 39.0110000,116.0150000 39.0120000)"
"LINESTRING(116.0150000 39.0120000,116.0150000 39.0130000)"
"LINESTRING(116.0150000 39.0130000,116.0150000 39.0140000)"
"LINESTRING(116.0150000 39.0140000,116.0150000 39.0150000)"
"LINESTRING(116.0150000 39.0150000,116.0150000 39.0160000)"
"LINESTRING(116.0150000 39.0160000,116.0150000 39.0170000)"
"LINESTRING(116.0150000 39.0170000,116.0150000 39.0180000)"
"LINESTRING(116.0150000 39.0180000,116.0150000 39.0190000)"
"LINESTRING(116.0150000 39.0190000,116.0150000 39.0200000)"
"LINESTRING(116.0150000 39.0200000,116.0150000 39.0210000)"
"LINESTRING(116.0150000 39.0210000,116.0150000 39.0220000)"
"LINESTRING(116.0150000 39.0220000,116.0150000 39.0230000)"
"LINESTRING(116.0150000 39.0230000,116.0150000 39.0240000)"
"LINESTRING(116.0150000 39.0240000,116.0150000 39.0250000)"
"LINESTRING(116.0150000 39.0250000,116.0150000 39.0260000)"
"LINESTRING(116.0150000 39.0260000,116.0150000 39.0270000)"
"LINESTRING(116.0150000 39.0270000,116.0150000 39.0280000)"
"LINESTRING(116.0150000 39.0280000,116.0150000 39.0290000)"
"LINESTRING(116.0160000 39.0000000,116.0160000 39.0010000)"
"LINESTRING(116.0160000 39.0010000,116.0160000 39.0020000)"
"LINESTRING(116.0160000 39.0020000,116.0160000 39.0030000)"
"LINESTRING(116.0160000 39.0030000,116.0160000 39.0040000)"
"LINESTRING(116.0160000 39.0040000,116.0160000 39.0050000)"
"LINESTRING(116.0160000 39.0050000,116.0160000 39.0060000)"
"LINESTRING(116.0160000 39.0060000,116.0160000 39.0070000)"
"LINESTRING(116.0160000 39.0070000,116.0160000 39.0080000)"
"LINESTRING(116.0160000 39.0080000,116.0160000 39.0090000)"
"LINESTRING(116.0160000 39.0090000,116.0160000 39.0100000)"
"LINESTRING(116.0160000 39.0100000,116.0160000 39.0110000)"
"LINESTRING(116.0160000 39.0110000,116.0160000 39.0120000)"
"LINESTRING(116.0160000 39.0120000,116.0160000 39.0130000)"
"LINESTRING(116.0160000 39.0130000,116.0160000 39.0140000)"
"LINESTRING(116.0160000 39.0140000,116.0160000 39.0150000)"
"LINESTRING(116.0160000 39.0150000,116.0160000 39.0160000)"
"LINESTRING(116.0160000 39.0160000,116.0160000 39.0170000)"
"LINESTRING(116.0160000 39.0170000,116.0160000 39.0180000)"
"LINESTRING(116.0160000 39.0180000,116.0160000 39.0190000)"
"LINESTRING(116.0160000 39.0190000,116.0160000 39.0200000)"
"LINESTRING(116.0160000 39.0200000,116.0160000 39.0210000)"
"LINESTRING(116.0160000 39.0210000,116.0160000 39.0220000)"
"LINESTRING(116.0160000 39.0220000,116.0160000 39.0230000)"
"LINESTRING(116.0160000 39.0230000,116.0160000 39.0240000)"
"LINESTRING(116.0160000 39.0240000,116.0160000 39.0250000)"
"LINESTRING(116.0160000 39.0250000,116.0160000 39.0260000)"
"LINESTRING(116.0160000 39.0260000,116.0160000 39.0270000)"
"LINESTRING(116.0160000 39.0270000,116.0160000 39.0280000)"
"LINESTRING(116.0160000 39.0280000,116.0160000 39.0290000)"
"LINESTRING(116.0170000 39.0000000,116.0170000 39.0010000)"
"LINESTRING(116.0170000 39.0010000,116.0170000 39.0020000)"
"LINESTRING(116.0170000 39.0020000,116.0170000 39.0030000)"
"LINESTRING(116.0170000 39.0030000,116.0170000 39.0040000)"
"LINESTRING(116.0170000 39.0040000,116.0170000 39.0050000)"
"LINESTRING(116.0170000 39.0050000,116.0170000 39.0060000)"
"LINESTRING(116.0170000 39.0060000,116.0170000 39.0070000)"
"LINESTRING(116.0170000 39.0070000,116.0170000 39.0080000)"
"LINESTRING(116.0170000 39.0080000,116.0170000 39.0090000)"
"LINESTRING(116.0170000 39.0090000,116.0170000 39.0100000)"
"LINESTRING(116.0170000 39.0100000,116.0170000 39.0110000)"
"LINESTRING(116.0170000 39.0110000,116.0170000 39.0120000)"
"LINESTRING(116.0170000 39.0120000,116.0170000 39.0130000)"
"LINESTRING(116.0170000 39.0130000,116.0170000 39.0140000)"
"LINESTRING(116.0170000 39.0140000,116.0170000 39.0150000)"
"LINESTRING(116.0170000 39.0150000,116.0170000 39.0160000)"
"LINESTRING(116.0170000 39.0160000,116.0170000 39.0170000)"
"LINESTRING(116.0170000 39.0170000,116.0170000 39.0180000)"
"LINESTRING(116.0170000 39.0180000,116.0170000 39.0190000)"
"LINESTRING(116.0170000 39.0190000,116.0170000 39.0200000)"
"LINESTRING(116.0170000 39.0200000,116.0170000 39.0210000)"
"LINESTRING(116.0170000 39.0210000,116.0170000 39.0220000)"
"LINESTRING(116.0170000 39.0220000,116.0170000 39.0230000)"
"LINESTRING(116.0170000 39.0230000,116.0170000 39.0240000)"
"LINESTRING(116.0170000 39.0240000,116.0170000 39.0250000)"
"LINESTRING(116.0170000 39.0250000,116.0170000 39.0260000)"
"LINESTRING(116.0170000 39.0260000,116.0170000 39.0270000)"
"LINESTRING(116.0170000 39.0270000,116.0170000 39.0280000)"
"LINESTRING(116.0170000 39.0280000,116.0170000 39.0290000)"
"LINESTRING(116.0180000 39.0000000,116.0180000 39.0010000)"
"LINESTRING(116.0180000 39.0010000,116.0180000 39.0020000)"
"LINESTRING(116.0180000 39.0020000,116.0180000 39.0030000)"
"LINESTRING(116.0180000 39.0030000,116.0180000 39.0040000)"
"LINESTRING(116.0180000 39.0040000,116.0180000 39.0050000)"
"LINESTRING(116.0180000 39.0050000,116.0180000 39.0060000)"
"LINESTRING(116.0180000 39.0060000,116.0180000 39.0070000)"
"LINESTRING(116.0180000 39.0070000,116.0180000 39.0080000)"
"LINESTRING(116.0180000 39.0080000,116.0180000 39.0090000)"
"LINESTRING(116.0180000 39.0090000,116.0180000 39.0100000)"
"LINESTRING(116.0180000 39.0100000,116.0180000 39.0110000)"
"LINESTRING(116.0180000 39.0110000,116.0180000 39.0120000)"
"LINESTRING(116.0180000 39.0120000,116.0180000 39.0130000)"
"LINESTRING(116.0180000 39.0130000,116.0180000 39.0140000)"
"LINESTRING(116.0180000 39.0140000,116.0180000 39.0150000)"
"LINESTRING(116.0180000 39.0150000,116.0180000 39.0160000)"
"LINESTRING(116.0180000 39.0160000,116.0180000 39.0170000)"
"LINESTRING(116.0180000 39.0170000,116.0180000 39.0180000)"
"LINESTRING(116.0180000 39.0180000,116.0180000 39.0190000)"
"LINESTRING(116.0180000 39.0190000,116.0180000 39.0200000)"
"LINESTRING(116.0180000 39.0200000,116.0180000 39.0210000)"
"LINESTRING(116.0180000 39.0210000,116.0180000 39.0220000)"
"LINESTRING(116.0180000 39.0220000,116.0180000 39.0230000)"
"LINESTRING(116.0180000 39.0230000,116.0180000 39.0240000)"
"LINESTRING(116.0180000 39.0240000,116.0180000 39.0250000)"
"LINESTRING(116.0180000 39.0250000,116.0180000 39.0260000)"
"LINESTRING(116.0180000 39.0260000,116.0180000 39.0270000)"
"LINESTRING(116.0180000 39.0270000,116.0180000 39.0280000)"
"LINESTRING(116.0180000 39.0280000,116.0180000 39.0290000)"
"LINESTRING(116.0190000 39.0000000,116.0190000 39.0010000)"
"LINESTRING(116.0190000 39.0010000,116.0190000 39.0020000)"
"LINESTRING(116.0190000 39.0020000,116.0190000 39.0030000)"
"LINESTRING(116.0190000 39.0030000,116.0190000 39.0040000)"
"LINESTRING(116.0190000 39.0040000,116.0190000 39.0050000)"
"LINESTRING(116.0190000 39.0050000,116.0190000 39.0060000)"
"LINESTRING(116.0190000 39.0060000,116.0190000 39.0070000)"
"LINESTRING(116.0190000 39.0070000,116.0190000 39.0080000)"
"LINESTRING(116.0190000 39.0080000,116.0190000 39.0090000)"
"LINESTRING(116.0190000 39.0090000,116.0190000 39.0100000)"
"LINESTRING(116.0190000 39.0100000,116.0190000 39.0110000)"
"LINESTRING(116.0190000 39.0110000,116.0190000 39.0120000)"
"LINESTRING(116.0190000 39.0120000,116.0190000 39.0130000)"
"LINESTRING(116.0190000 39.0130000,116.0190000 39.0140000)"
"LINESTRING(116.0190000 39.0140000,116.0190000 39.0150000)"
"LINESTRING(116.0190000 39.0150000,116.0190000 39.0160000)"
"LINESTRING(116.0190000 39.0160000,116.0190000 39.0170000)"
"LINESTRING(116.0190000 39.0170000,116.0190000 39.0180000)"
"LINESTRING(116.0190000 39.0180000,116.0190000 39.0190000)"
"LINESTRING(116.0190000 39.0190000,116.0190000 39.0200000)"
"LINESTRING(116.0190000 39.0200000,116.0190000 39.0210000)"
"LINESTRING(116.0190000 39.0210000,116.0190000 39.0220000)"
"LINESTRING(116.0190000 39.0220000,116.0190000 39.0230000)"
"LINESTRING(116.0190000 39.0230000,116.0190000 39.0240000)"
"LINESTRING(116.0190000 39.0240000,116.0190000 39.0250000)"
"LINESTRING(116.0190000 39.0250000,116.0190000 39.0260000)"
"LINESTRING(116.0190000 39.0260000,116.0190000 39.0270000)"
"LINESTRING(116.0190000 39.0270000,116.0190000 39.0280000)"
"LINESTRING(116.0190000 39.0280000,116.0190000 39.0290000)"
"LINESTRING(116.0200000 39.0000000,116.0200000 39.0010000)"
"LINESTRING(116.0200000 39.0010000,116.0200000 39.0020000)"
"LINESTRING(116.0200000 39.0020000,116.0200000 39.0030000)"
"LINESTRING(116.0200000 39.0030000,116.0200000 39.0040000)"
"LINESTRING(116.0200000 39.0040000,116.0200000 39.0050000)"
"LINESTRING(116.0200000 39.0050000,116.0200000 39.0060000)"
"LINESTRING(116.0200000 39.0060000,116.0200000 39.0070000)"
"LINESTRING(116.0200000 39.0070000,116.0200000 39.0080000)"
"LINESTRING(116.0200000 39.0080000,116.0200000 39.0090000)"
"LINESTRING(116.0200000 39.0090000,116.0200000 39.0100000)"
"LINESTRING(116.0200000 39.0100000,116.0200000 39.0110000)"
"LINESTRING(116.0200000 39.0110000,116.0200000 39.0120000)"
"LINESTRING(116.0200000 39.0120000,116.0200000 39.0130000)"
"LINESTRING(116.0200000 39.0130000,116.0200000 39.0140000)"
"LINESTRING(116.0200000 39.0140000,116.0200000 39.0150000)"
"LINESTRING(116.0200000 39.0150000,116.0200000 39.0160000)"
"LINESTRING(116.0200000 39.0160000,116.0200000 39.0170000)"
"LINESTRING(116.0200000 39.0170000,116.0200000 39.0180000)"
"LINESTRING(116.0200000 39.0180000,116.0200000 39.0190000)"
"LINESTRING(116.0200000 39.0190000,116.0200000 39.0200000)"
"LINESTRING(116.0200000 39.0200000,116.0200000 39.0210000)"
"LINESTRING(116.0200000 39.0210000,116.0200000 39.0220000)"
"LINESTRING(116.0200000 39.0220000,116.0200000 39.0230000)"
"LINESTRING(116.0200000 39.0230000,116.0200000 39.0240000)"
"LINESTRING(116.0200000 39.0240000,116.0200000 39.0250000)"
"LINESTRING(116.0200000 39.0250000,116.0200000 39.0260000)"
"LINESTRING(116.0200000 39.0260000,116.0200000 39.0270000)"
"LINESTRING(116.0200000 39.0270000,116.0200000 39.0280000)"
"LINESTRING(116.0200000 39.0280000,116.0200000 39.0290000)"
"LINESTRING(116.0210000 39.0000000,116.0210000 39.0010000)"
"LINESTRING(116.0210000 39.0010000,116.0210000 39.0020000)"
"LINESTRING(116.0210000 39.0020000,116.0210000 39.0030000)"
"LINESTRING(116.0210000 39.0030000,116.0210000 39.0040000)"
"LINESTRING(116.0210000 39.0040000,116.0210000 39.0050000)"
"LINESTRING(116.0210000 39.0050000,116.0210000 39.0060000)"
"LINESTRING(116.0210000 39.0060000,116.0210000 39.0070000)"
"LINESTRING(116.0210000 39.0070000,116.0210000 39.0080000)"
"LINESTRING(116.0210000 39.0080000,116.0210000 39.0090000)"
"LINESTRING(116.0210000 39.0090000,116.0210000 39.0100000)"
"LINESTRING(116.0210000 39.0100000,116.0210000 39.0110000)"
"LINESTRING(116.0210000 39.0110000,116.0210000 39.0120000)"
"LINESTRING(116.0210000 39.0120000,116.0210000 39.0130000)"
"LINESTRING(116.0210000 39.0130000,116.0210000 39.0140000)"
"LINESTRING(116.0210000 39.0140000,116.0210000 39.0150000)"
"LINESTRING(116.0210000 39.0150000,116.0210000 39.0160000)"
"LINESTRING(116.0210000 39.0160000,116.0210000 39.0170000)"
"LINESTRING(116.0210000 39.0170000,116.0210000 39.0180000)"
"LINESTRING(116.0210000 39.0180000,116.0210000 39.0190000)"
"LINESTRING(116.0210000 39.0190000,116.0210000 39.0200000)"
"LINESTRING(116.0210000 39.0200000,116.0210000 39.0210000)"
"LINESTRING(116.0210000 39.0210000,116.0210000 39.0220000)"
"LINESTRING(116.0210000 39.0220000,116.0210000 39.0230000)"
"LINESTRING(116.0210000 39.0230000,116.0210000 39.0240000)"
"LINESTRING(116.0210000 39.0240000,116.0210000 39.0250000)"
"LINESTRING(116.0210000 39.0250000,116.0210000 39.0260000)"
"LINESTRING(116.0210000 39.0260000,116.0210000 39.0270000)"
"LINESTRING(116.0210000 39.0270000,116.0210000 39.0280000)"
"LINESTRING(116.0210000 39.0280000,116.0210000 39.0290000)"
"LINESTRING(116.0220000 39.0000000,116.0220000 39.0010000)"
"LINESTRING(116.0220000 39.0010000,116.0220000 39.0020000)"
"LINESTRING(116.0220000 39.0020000,116.0220000 39.0030000)"
"LINESTRING(116.0220000 39.0030000,116.0220000 39.0040000)"
"LINESTRING(116.0220000 39.0040000,116.0220000 39.0050000)"
"LINESTRING(116.0220000 39.0050000,116.0220000 39.0060000)"
"LINESTRING(116.0220000 39.0060000,116.0220000 39.0070000)"
"LINESTRING(116.0220000 39.0070000,116.0220000 39.0080000)"
"LINESTRING(116.0220000 39.0080000,116.0220000 39.0090000)"
"LINESTRING(116.0220000 39.0090000,116.0220000 39.0100000)"
"LINESTRING(116.0220000 39.0100000,116.0220000 39.0110000)"
"LINESTRING(116.0220000 39.0110000,116.0220000 39.0120000)"
"LINESTRING(116.0220000 39.0120000,116.0220000 39.0130000)"
"LINESTRING(116.0220000 39.0130000,116.0220000 39.0140000)"
"LINESTRING(116.0220000 39.0140000,116.0220000 39.0150000)"
"LINESTRING(116.0220000 39.0150000,116.0220000 39.0160000)"
"LINESTRING(116.0220000 39.0160000,116.0220000 39.0170000)"
"LINESTRING(116.0220000 39.0170000,116.0220000 39.0180000)"
"LINESTRING(116.0220000 39.0180000,116.0220000 39.0190000)"
"LINESTRING(116.0220000 39.0190000,116.0220000 39.0200000)"
"LINESTRING(116.0220000 39.0200000,116.0220000 39.0210000)"
"LINESTRING(116.0220000 39.0210000,116.0220000 39.0220000)"
"LINESTRING(116.0220000 39.0220000,116.0220000 39.0230000)"
"LINESTRING(116.0220000 39.0230000,116.0220000 39.0240000)"
"LINESTRING(116.0220000 39.0240000,116.0220000 39.0250000)"
"LINESTRING(116.0220000 39.0250000,116.0220000 39.0260000)"
"LINESTRING(116.0220000 39.0260000,116.0220000 39.0270000)"
"LINESTRING(116.0220000 39.0270000,116.0220000 39.0280000)"
"LINESTRING(116.0220000 39.0280000,116.0220000 39.0290000)"
"LINESTRING(116.0230000 39.0000000,116.0230000 39.0010000)"
"LINESTRING(116.0230000 39.0010000,116.0230000 39.0020000)"
"LINESTRING(116.0230000 39.0020000,116.0230000 39.0030000)"
"LINESTRING(116.0230000 39.0030000,116.0230000 39.0040000)"
"LINESTRING(116.0230000 39.0040000,116.0230000 39.0050000)"
"LINESTRING(116.0230000 39.0050000,116.0230000 39.0060000)"
"LINESTRING(116.0230000 39.0060000,116.0230000 39.0070000)"
"LINESTRING(116.0230000 39.0070000,116.0230000 39.0080000)"
"LINESTRING(116.0230000 39.0080000,116.0230000 39.0090000)"
"LINESTRING(116.0230000 39.0090000,116.0230000 39.0100000)"
"LINESTRING(116.0230000 39.0100000,116.0230000 39.0110000)"
"LINESTRING(116.0230000 39.0110000,116.0230000 39.0120000)"
"LINESTRING(116.0230000 39.0120000,116.0230000 39.0130000)"
"LINESTRING(116.0230000 39.0130000,116.0230000 39.0140000)"
"LINESTRING(116.0230000 39.0140000,116.0230000 39.0150000)"
"LINESTRING(116.0230000 39.0150000,116.0230000 39.0160000)"
"LINESTRING(116.0230000 39.0160000,116.0230000 39.0170000)"
"LINESTRING(116.0230000 39.0170000,116.0230000 39.0180000)"
"LINESTRING(116.0230000 39.0180000,116.0230000 39.0190000)"
"LINESTRING(116.0230000 39.0190000,116.0230000 39.0200000)"
"LINESTRING(116.0230000 39.0200000,116.0230000 39.0210000)"
"LINESTRING(116.0230000 39.0210000,116.0230000 39.0220000)"
"LINESTRING(116.0230000 39.0220000,116.0230000 39.0230000)"
"LINESTRING(116.0230000 39.0230000,116.0230000 39.0240000)"
"LINESTRING(116.0230000 39.0240000,116.0230000 39.0250000)"
"LINESTRING(116.0230000 39.0250000,116.0230000 39.0260000)"
"LINESTRING(116.0230000 39.0260000,116.0230000 39.0270000)"
"LINESTRING(116.0230000 39.0270000,116.0230000 39.0280000)"
"LINESTRING(116.0230000 39.0280000,116.0230000 39.0290000)"
"LINESTRING(116.0240000 39.0000000,116.0240000 39.0010000)"
"LINESTRING(116.0240000 39.0010000,116.0240000 39.0020000)"
"LINESTRING(116.0240000 39.0020000,116.0240000 39.0030000)"
"LINESTRING(116.0240000 39.0030000,116.0240000 39.0040000)"
"LINESTRING(116.0240000 39.0040000,116.0240000 39.0050000)"
"LINESTRING(116.0240000 39.0050000,116.0240000 39.0060000)"
"LINESTRING(116.0240000 39.0060000,116.0240000 39.0070000)"
"LINESTRING(116.0240000 39.0070000,116.0240000 39.0080000)"
"LINESTRING(116.0240000 39.0080000,116.0240000 39.0090000)"
"LINESTRING(116.0240000 39.0090000,116.0240000 39.0100000)"
"LINESTRING(116.0240000 39.0100000,116.0240000 39.0110000)"
"LINESTRING(116.0240000 39.0110000,116.0240000 39.0120000)"
"LINESTRING(116.0240000 39.0120000,116.0240000 39.0130000)"
"LINESTRING(116.0240000 39.0130000,116.0240000 39.0140000)"
"LINESTRING(116.0240000 39.0140000,116.0240000 39.0150000)"
"LINESTRING(116.0240000 39.0150000,116.0240000 39.0160000)"
"LINESTRING(116.0240000 39.0160000,116.0240000 39.0170000)"
"LINESTRING(116.0240000 39.0170000,116.0240000 39.0180000)"
"LINESTRING(116.0240000 39.0180000,116.0240000 39.0190000)"
"LINESTRING(116.0240000 39.0190000,116.0240000 39.0200000)"
"LINESTRING(116.0240000 39.0200000,116.0240000 39.0210000)"
"LINESTRING(116.0240000 39.0210000,116.0240000 39.0220000)"
"LINESTRING(116.0240000 39.0220000,116.0240000 39.0230000)"
"LINESTRING(116.0240000 39.0230000,116.0240000 39.0240000)"
"LINESTRING(116.0240000 39.0240000,116.0240000 39.0250000)"
"LINESTRING(116.0240000 39.0250000,116.0240000 39.0260000)"
"LINESTRING(116.0240000 39.0260000,116.0240000 39.0270000)"
"LINESTRING(116.0240000 39.0270000,116.0240000 39.0280000)"
"LINESTRING(116.0240000 39.0280000,116.0240000 39.0290000)"
"LINESTRING(116.0250000 39.0000000,116.0250000 39.0010000)"
"LINESTRING(116.0250000 39.0010000,116.0250000 39.0020000)"
"LINESTRING(116.0250000 39.0020000,116.0250000 39.0030000)"
"LINESTRING(116.0250000 39.0030000,116.0250000 39.0040000)"
"LINESTRING(116.0250000 39.0040000,116.0250000 39.0050000)"
"LINESTRING(116.0250000 39.0050000,116.0250000 39.0060000)"
"LINESTRING(116.0250000 39.0060000,116.0250000 39.0070000)"
"LINESTRING(116.0250000 39.0070000,116.0250000 39.0080000)"
"LINESTRING(116.0250000 39.0080000,116.0250000 39.0090000)"
"LINESTRING(116.0250000 39.0090000,116.0250000 39.0100000)"
"LINESTRING(116.0250000 39.0100000,116.0250000 39.0110000)"
"LINESTRING(116.0250000 39.0110000,116.0250000 39.0120000)"
"LINESTRING(116.0250000 39.0120000,116.0250000 39.0130000)"
"LINESTRING(116.0250000 39.0130000,116.0250000 39.0140000)"
"LINESTRING(116.0250000 39.0140000,116.0250000 39.0150000)"
"LINESTRING(116.0250000 39.0150000,116.0250000 39.0160000)"
"LINESTRING(116.0250000 39.0160000,116.0250000 39.0170000)"
"LINESTRING(116.0250000 39.0170000,116.0250000 39.0180000)"
"LINESTRING(116.0250000 39.0180000,116.0250000 39.0190000)"
"LINESTRING(116.0250000 39.0190000,116.0250000 39.0200000)"
"LINESTRING(116.0250000 39.0200000,116.0250000 39.0210000)"
"LINESTRING(116.0250000 39.0210000,116.0250000 39.0220000)"
"LINESTRING(116.0250000 39.0220000,116.0250000 39.0230000)"
"LINESTRING(116.0250000 39.0230000,116.0250000 39.0240000)"
"LINESTRING(116.0250000 39.0240000,116.0250000 39.0250000)"
"LINESTRING(116.0250000 39.0250000,116.0250000 39.0260000)"
"LINESTRING(116.0250000 39.0260000,116.0250000 39.0270000)"
"LINESTRING(116.0250000 39.0270000,116.0250000 39.0280000)"
"LINESTRING(116.0250000 39.0280000,116.0250000 39.0290000)"
"LINESTRING(116.0260000 39.0000000,116.0260000 39.0010000)"
"LINESTRING(116.0260000 39.0010000,116.0260000 39.0020000)"
"LINESTRING(116.0260000 39.0020000,116.0260000 39.0030000)"
"LINESTRING(116.0260000 39.0030000,116.0260000 39.0040000)"
"LINESTRING(116.0260000 39.0040000,116.0260000 39.0050000)"
"LINESTRING(116.0260000 39.0050000,116.0260000 39.0060000)"
"LINESTRING(116.0260000 39.0060000,116.0260000 39.0070000)"
"LINESTRING(116.0260000 39.0070000,116.0260000 39.0080000)"
"LINESTRING(116.0260000 39.0080000,116.0260000 39.0090000)"
"LINESTRING(116.0260000 39.0090000,116.0260000 39.0100000)"
"LINESTRING(116.0260000 39.0100000,116.0260000 39.0110000)"
"LINESTRING(116.0260000 39.0110000,116.0260000 39.0120000)"
"LINESTRING(116.0260000 39.0120000,116.0260000 39.0130000)"
"LINESTRING(116.0260000 39.0130000,116.0260000 39.0140000)"
"LINESTRING(116.0260000 39.0140000,116.0260000 39.0150000)"
"LINESTRING(116.0260000 39.0150000,116.0260000 39.0160000)"
